,0
8399,(3R)-3-hydroxy-13-methyltetradecanoate
8400,(3R)-3-hydroxyhexadecanoate
8401,"P. gingivalis Kdo2-lipid A (3-deacylated, 4'-dephosphorylated)"
8402,castasterone 22-O-sulfate
8403,brassinolide 22-O-sulfate
8404,brassinolide-23-O-glucoside
8405,castasterone-23-O-glucoside
8406,26-hydroxybrassinolide
8407,26-hydroxycastasterone
8408,"dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose"
8409,dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose
8410,alpha-D-Kdo-(2->6)-4'-dephospho-1-PEtN-lipid A 
8411,(3R)-3-(tetradecanoyloxy)octadecanoate
8412,alpha-D-Kdo-(2->6)-PEtN-lipid A 
8413,alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-1-PEtN-lipid A 
8414,alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-dephospho-lipid A 
8415,chlorophyllide a2
8416,12-ethyl-8-isobutylbacteriochlorophyll c
8417,12-ethyl-8-isobutylbacteriochlorophyllide c
8418,12-ethyl-8-propylbacteriochlorophyll c
8419,12-ethyl-8-propylbacteriochlorophyllide c
8420,"(31R)-8,12-diethylbacteriochlorophyllide c"
8421,"(31R)-8,12-diethylbacteriochlorophyll c"
8422,12-ethyl-8-isobutylbacteriochlorophyllide d
8423,12-ethyl-8-propylbacteriochlorophyllide d
8424,"(31R)-8,12-diethylbacteriochlorophyllide d"
8425,(31R)-8-ethyl-12-methylbacteriochlorophyllide c
8426,(31R)-8-ethyl-12-methylbacteriochlorophyll c
8427,(31R)-8-ethyl-12-methylbacteriochlorophyllide d
8428,8-ethyl-12-methyl-3-vinylbacteriochlorophyllide d
8429,"8,12-diethyl-3-vinylbacteriochlorophyllide d"
8430,12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d
8431,12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d
8432,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A form A 
8433,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A form B 
8434,(3R)-3-hydroxydecanoate
8435,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A form D 
8436,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A form C 
8437,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(lauroyl)-lipid IVA 
8438,chlorophyllide b2
8439,chlorophyll b2
8440,71-dihydroxychlorophyllide a2
8441,71-hydroxychlorophyllide a2
8442,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(octadecanoyl)-lipid IVA 
8443,myristoyl-[acp]
8444,12-ethyl-8-isobutylbacteriochlorophyll d
8445,12-ethyl-8-propylbacteriochlorophyll d
8446,"(31R)-8,12-diethylbacteriochlorophyll d"
8447,(31R)-8-ethyl-12-methylbacteriochlorophyll d
8448,"dTDP-4-dehydro-2,6-dideoxy-alpha-L-glucose"
8449,bacteriochlorophyll b
8450,tetrahydrogeranylgeranyl bacteriochlorophyllide b
8451,dihydrogeranylgeranyl bacteriochlorophyllide b
8452,geranylgeranyl bacteriochlorophyllide b
8453,bacteriochlorophyllide b
8454,3-deacetyl-3-(1-hydroxyethyl)-bacteriochlorophyllide g
8455,bacteriochlorophyllide g
8456,"2-[4-(2,4-dihydroxy-6-methylphenyl)-2,4-dioxobutyl]-4,6-dihydroxybenzoyl-[acp]"
8457,"2,4-dihydroxy 6-(2,4,6-trioxoheptyl)benzoyl-[acp]"
8458,bikisocoumarin
8459,citreoisocoumarin
8460,"dTDP-4-dehydro-3-C-methyl-2,6-dideoxy-beta-L-galactose"
8461,"dTDP-4-dehydro-3-C-methyl-2,6-dideoxy-beta-L-allose"
8462,"dTDP-4-dehydro-2,6-dideoxy-alpha-D-allose"
8463,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(acyl)-
8464,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(acyl)2-
8465,bacteriochlorophyllide a
8466,3-acetyl-3-devinylchlorophyllide a
8467,3-devinyl-3-(1-hydroxyethyl)chlorophyllide a
8468,3-deacetyl-3-vinylbacteriochlorophyllide a
8469,3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a
8470,"phyta-2,14-dienyl bacteriochlorophyllide a"
8471,bacteriochlorophyll a
8472,"phyta-2,10,14-trienyl bacteriochlorophyllide a"
8473,geranylgeranyl bacteriochlorophyllide a
8474,"ganglioside 3',6'-isoLD1"
8475,ganglioside 3'-isoLM1
8476,lactotetraosylceramide
8477,lactotriaosylceramide
8478,beta-D-glucosyl-N-acylsphingosine
8479,lactosylceramide
8480,III2-alpha-fucosyllactotetraosylceramide
8481,"12-ethyl-71,71-dihydroxy-8-propylbacteriochlorophyllide c"
8482,12-ethyl-71-hydroxy-8-propylbacteriochlorophyllide c
8483,"(31R)-8-ethyl-71,71-dihydroxy-12-methylbacteriochlorophyllide c"
8484,(31R)-8-ethyl-71-12-methylbacteriochlorophyllide c
8485,"12-ethyl-71,71-dihydroxy-8-isobutylbacteriochlorophyllide c"
8486,12-ethyl-71-hydroxy-8-isobutylbacteriochlorophyllide c
8487,"(31R)-8,12-diethyl-71,71-dihydroxybacteriochlorophyllide c"
8488,"(31R)-8,12-diethyl-71-hydroxybacteriochlorophyllide c"
8489,(31R)-8-ethyl-12-methylbacteriochlorophyll e
8490,(31R)-8-ethyl-12-methylbacteriochlorophyllide e
8491,"(31R)-8,12-diethylbacteriochlorophyllide e"
8492,"(31R)-8,12-diethylbacteriochlorophyll e"
8493,12-ethyl-8-propylbacteriochlorophyll e
8494,12-ethyl-8-propylbacteriochlorophyllide e
8495,12-ethyl-8-isobutylbacteriochlorophyll e
8496,12-ethyl-8-isobutylbacteriochlorophyllide e
8497,dihydropinosylvin
8498,3-phenylpropanoyl-CoA
8499,pinosylvin
8500,pinosylvin monomethylether
8501,diacyl-sn-glycerol
8502,ceramide E(C30:0)OdS(C18:0)
8503,linoleate-containing triacyl-sn-glycerol
8504,N-(30-hydroxytriacontanoyl)-sphinganine
8505,30-hydroxytriacontanoyl-CoA
8506,N-(30-hydroxytriacontanoyl)-phytosphingosine
8507,ceramide E(C30:0)OP(C18:0)
8508,N-(30-hydroxytriacontanoyl)-(6R)-6-hydroxysphingosine
8509,ceramide E(C30:0)OH(C18:1)
8510,(6R)-6-hydroxysphingosine
8511,ceramide E(C30:0)OS(C18:1)
8512,N-(30-hydroxytriacontanoyl)-sphingosine
8513,30-hydroxytriacontanoate
8514,triacontanoate
8515,triacontanoyl-CoA
8516,[phycoerythrocyanin alpha-subunit]-Cys84-(15Z)-phycoviolobilin
8517,phycoerythrocyanin alpha-subunit
8518,"(2R,3E)-phycocyanobilin"
8519,"(2R,3Z)-phycocyanobilin"
8520,"dTDP-3-dehydro-4,6-deoxy-alpha-D-glucose"
8521,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose"
8522,sphingoethanolamine
8523,(3Z)-phytochromobilin
8524,(3E)-phytochromobilin
8525,"dodecane-1,7-diol"
8526,7-hydroxylauroyl-CoA
8527,2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate
8528,"2-(2,8-dihydroxytridecyl)-6-oxopyran-4-olate"
8529,18-hydroxystearoyl-CoA
8530,"1,18-octadecane-diol"
8531,"(9Z)-octadec-9-ene-1,18-diol"
8532,"1,16-hexadecane-diol"
8533,18-hydroxystearate
8534,7-hydroxylaurate
8535,"dTDP-2,3,6-trideoxy-3-C-methyl-3-amino-4-dehydro-alpha-D-glucose"
8536,"dTDP-2,3,6-trideoxy-3-C-methyl-3-amino-4-dehydro-alpha-D-gulose"
8537,SSEA-3
8538,globo H
8539,SSEA-4
8540,globotetraosylceramide
8541,Forssman globoside
8542,globotriosylceramide
8543,(3Z)-phycoerythrobilin
8544,(3E)-phycoerythrobilin
8545,"CDP-3,6-dideoxy-D-glycero-4-hexulose"
8546,"CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose"
8547,CDP-ascarylose
8548,neolactotetraosylceramide
8549,ganglioside 6'-LM1
8550,"sialyl-(2,3)-neolactohexaosylceramide"
8551,neolactohexaosylceramide
8552,"sialyl-(2,3)-neolactoheptaosylceramide"
8553,neolactooctaosylceramide
8554,neolactoheptaosylceramide
8555,neolactopentaosylceramide
8556,ganglioside LM1
8557,"delphinidin 3-O-(6""-O-malyl-beta-D-glucoside)"
8558,1-O-malyl-beta-D-glucose
8559,"cyanidin 3-O-(6""-O-malyl-beta-D-glucoside)"
8560,CDP-4-dehydro-6-deoxy-alpha-D-glucose
8561,C20 phytosphingosine
8562,C20 sphinganine
8563,C20 3-dehydrosphinganine
8564,very-long-chain phytoceramide
8565,3-dehydrosphinganine
8566,C-phycocyanin alpha-subunit
8567,[C-phycocyanin alpha-subunit]-Cys84-phycourobilin
8568,"15,16-dihydrobiliverdin"
8569,CDP-D-mannitol
8570,CDP-D-fructose
8571,ganglioside GQ1c
8572,ganglioside GP1c
8573,ganglioside GT1c
8574,ganglioside GT2
8575,ganglioside GT3
8576,ganglioside GM1b
8577,ganglioside GD1c
8578,ganglioside GA1
8579,ganglioside GD3
8580,ganglioside GT1b
8581,ganglioside GQ1b
8582,ganglioside GD1a
8583,ganglioside GT1a
8584,ganglioside GD1b
8585,ganglioside GD2
8586,ganglioside GM3
8587,ganglioside GA2
8588,ganglioside GM1a
8589,ganglioside GM2
8590,N-acetyl-alpha-neuraminyl-(2->6)-beta-galactosyl-(1->4)-beta-D-glucosyl-()-ceramide
8591,N-terminal L-lysyl-[protein]
8592,[protein] N-terminal L-leucyl-L-lysine
8593,N-terminal arginyl-[protein]
8594,[protein] N-terminal L-leucyl-L-arginine
8595,digalactosylceramide
8596,digalactosylceramide sulfate
8597,beta-D-galactosyl-N-acylsphingosine
8598,galactosylceramide sulfate
8599,ganglioside GM4
8600,apo-[c-type cytochrome] with reduced L-cysteine residues
8601,apo-[c-type cytochrome] with a dislufide bridge
8602,CcmG protein with an internal disulfide bridge
8603,CcmH-CcmG disulfide
8604,CcmH protein with reduced cysteine residues
8605,CcmG protein with reduced cysteine residues
8606,CcmE-[c-type cytochrome--CcmH disulfide] complex
8607,c-type cytochrome biogenesis protein CcmE
8608,electron-transfer semiquinone
8609,c-type cytochrome
8610,apo-[c-type cytochrome]--CcmH disulfide
8611,heme(III)-bound CcmE protein
8612,CcmH protein with an internal disulfide bridge
8613,CcmCDE complex
8614,heme(III)-bound CcmCDE complex
8615,CcmABCD complex
8616,CcmAB complex
8617,CDP-D-xylulose
8618,CDP-D-arabinitol
8619,ResA protein with an internal disulfide bridge
8620,ResA protein with reduced cysteine residues
8621,pelargonidin 3-O-sophoroside
8622,(C18)-phytoceramide
8623,beta-D-glucosyl-N-acylsphinganine
8624,sterol 3-glucoside
8625,sterol
8626,dihydroceramide 1-phosphate
8627,(2'R)-2'-hydroxydihydroceramide
8628,inositol phosphodihydroceramide
8629,"1,2-diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol"
8630,"alpha,beta-digalactosyldiacylglycerol"
8631,coproporphyrinogen III
8632,protoporphyrinogen IX
8633,protoporphyrin IX
8634,allyl alcohol
8635,acrolein
8636,(E)-2-pentenol
8637,(E)-2-pentenal
8638,hexan-3-one
8639,trans-4-hexen-3-one
8640,1-pentan-3-one
8641,pent-1-en-3-one
8642,butan-2-one
8643,(Z)-but-2-enal
8644,CDP-4-dehydro-6-deoxy-alpha-D-gulose
8645,CDP-6-deoxy-alpha-D-gulose
8646,1-18:2-2-18:2-monogalactosyldiacylglycerol
8647,1-18:3-2-18:2-monogalactosyldiacylglycerol
8648,1-18:3-2-18:3-monogalactosyldiacylglycerol
8649,1-18:2-2-18:3-monogalactosyldiacylglycerol
8650,1-16:0-2-18:3-digalactosyldiacylglycerol
8651,1-16:0-2-18:2-digalactosyldiacylglycerol
8652,1-18:3-2-16:0-digalactosyldiacylglycerol
8653,1-18:2-2-16:0-digalactosyldiacylglycerol
8654,1-18:1-2-16:0-digalactosyldiacylglycerol
8655,1-18:2-2-18:3-digalactosyldiacylglycerol
8656,1-18:3-2-18:3-digalactosyldiacylglycerol
8657,1-18:2-2-18:2-digalactosyldiacylglycerol
8658,1-18:3-2-18:2-digalactosyldiacylglycerol
8659,1-18:2-2-16:3-monogalactosyldiacylglycerol
8660,1-18:2-2-16:2-monogalactosyldiacylglycerol
8661,1-18:2-2-16:1-monogalactosyldiacylglycerol
8662,1-18:2-2-16:0-monogalactosyldiacylglycerol
8663,1-18:3-2-16:2-monogalactosyldiacylglycerol
8664,1-18:3-2-16:3-monogalactosyldiacylglycerol
8665,1-18:3-2-16:1-monogalactosyldiacylglycerol
8666,1-18:3-2-16:0-monogalactosyldiacylglycerol
8667,1-18:1-2-16:3-monogalactosyldiacylglycerol
8668,1-18:1-2-16:2-monogalactosyldiacylglycerol
8669,1-18:1-2-16:1-monogalactosyldiacylglycerol
8670,1-18:1-2-16:0-monogalactosyldiacylglycerol
8671,3-(3-hydroxyalkanoyloxy)alkanoate
8672,mycolipanoate
8673,mycolipanoyl-CoA
8674,mycolipanoyl-[mycolipanoic acid synthase]
8675,holo mycolipanoic acid synthase
8676,mycolipenoyl-CoA
8677,2-(long-chain-fatty acyl)-trehalose
8678,2-(long-chain fatty acyl)-3-mycolipenoyl-trehalose
8679,"2-(long-chain fatty acyl)-2',3,4',6-tetramycolipenoyl-trehalose"
8680,Fe-coproporphyrin III
8681,2-O-(alpha-D-glucopyranosyl)-sn-glycerol 3-phosphate
8682,2-O-(alpha-D-glucopyranosyl)glycerol
8683,harderoheme III
8684,coproporphyrin III
8685,long-chain 2-methyl fatty acyl-CoA(n-3)
8686,long-chain 2-methyl-3-oxoacyl-CoA
8687,medium-chain 2-methyl fatty acyl-CoA(n-3)
8688,medium-chain 2-methyl-3-oxoacyl-CoA
8689,short-chain 2-methyl fatty acyl-CoA(n-3)
8690,short-chain 2-methyl-3-oxoacyl-CoA
8691,long-chain (3S)-3-hydroxy-2-methylacyl-CoA
8692,medium-chain (3S)-3-hydroxy-2-methylacyl-CoA
8693,short-chain (3S)-3-hydroxy-2-methylacyl-CoA
8694,long-chain (2E)-2-methyl-2-enoyl-CoA
8695,medium-chain (2E)-2-methyl-2-enoyl-CoA
8696,short-chain (2E)-2-methyl-2-enoyl-CoA
8697,medium-chain 2-methyl fatty acyl-CoA
8698,medium-chain 2-methyl-branched fatty acid
8699,short-chain 2-methyl-branched fatty acid
8700,short-chain 2-methyl fatty acyl-CoA
8701,long-chain 2-methyl fatty acyl-CoA
8702,trigalactosyldiacylglycerol
8703,tetragalactosyldiacylglycerol
8704,"1,2-diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol"
8705,UDP-N-acetylbacillosamine
8706,"1,2-diacyl-3-O-(alpha-D-glucopyranosyl(1->2)-O-alpha-D-glucopyranosyl)-sn-glycerol"
8707,"UDP-3-acetamido-2,3-dideoxy-2-(seryl)amino-alpha-D-glucuronamide"
8708,"UDP-3-acetamido-2-(seryl)amino-2,3-dideoxy-alpha-D-glucuronate"
8709,"UDP-3-acetamido-2-amino-2,3-dideoxy-alpha-D-glucuronate"
8710,"trans,octacis-decaprenylphospho-beta-D-mannose"
8711,2-O-(6-O-acyl-alpha-D-mannosyl)-6-O-[alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl]-1-phosphatidyl-1D-myo-inositol
8712,2-O-(6-O-acyl-alpha-D-mannosyl)-6-O-[alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl]-1-phosphatidyl-1D-myo-inositol
8713,2-O-(6-O-acyl-alpha-D-mannosyl)-6-O-[alpha-D-mannosyl-(1->6)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl]-1-phosphatidyl-1D-myo-inositol
8714,2-O-(6-O-acyl-alpha-D-mannosyl)-6-O-[alpha-D-mannosyl-(1->6)-alpha-D-mannosyl]-1-phosphatidyl-1D-myo-inositol
8715,2-O-(6-O-acyl-alpha-D-mannosyl)-6-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
8716,2-O-(6-O-acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
8717,"2,6-di-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol"
8718,2-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
8719,UDP-N-acetyl-beta-L-pneumosamine
8720,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose"
8721,(+)-afzelechin
8722,(+)-catechin
8723,(+)-gallocatechin
8724,UDP-N-acetyl-alpha-D-fucosamine
8725,alpha-D-galacturonate 1-phosphate
8726,chlorophyll a2
8727,N1-methyladenine58 in tRNA
8728,adenine58 in tRNA
8729,uridine44 in tRNAser
8730,2'-O-methyluridine44 in tRNAser
8731,adenosine4 in tRNAHis
8732,2'-O-methyladenosine4 in tRNAHis
8733,cytidine4 in tRNAGly
8734,2'-O-methylcytidine4 in tRNAGly (GCC)
8735,cytidine4 in tRNAPro
8736,2'-O-methylcytidine4 in tRNAPro
8737,guanine10 in tRNA
8738,N2-methylguanine10 in tRNA
8739,2'-O-methylguanosine34 in tRNA
8740,guanosine34 in tRNA
8741,cytosine34 in tRNA precursor
8742,5 methylcytosine34 in tRNA precursor
8743,cytosine40 in tRNA precursor
8744,5 methylcytosine40 in tRNA precursor
8745,cytosine48 in tRNA
8746,5-methylcytosine48 in tRNA
8747,5-methylcytosine49 in tRNA
8748,cytosine49 in tRNA
8749,N2-methylguanine26 in tRNA
8750,guanine26 in tRNA
8751,N2dimethylguanine26 in tRNA
8752,UDP-N-acetyl-alpha-D-galactosaminouronate
8753,UDP-N-acetyl-alpha-D-glucosaminouronate
8754,chlorophyllide b
8755,71-dihydroxychlorophyllide a
8756,71-hydroxychlorophyll a
8757,chlorophyll b
8758,71-hydroxychlorophyllide a
8759,(S)-lactoyl-CoA
8760,tetrahydrogeranylgeranyl chlorophyll a
8761,dihydrogeranylgeranyl chlorophyll a
8762,geranylgeranyl chlorophyll a
8763,"3,8-divinyl protochlorophyllide a"
8764,131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester
8765,magnesium-protoporphyrin IX 13-monomethyl ester
8766,131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester
8767,Mg-protoporphyrin
8768,beta-L-arabinopyranose
8769,beta-L-arabinose 1-phosphate
8770,UDP-4-dehydro-beta-L-rhamnose
8771,UDP-4-dehydro-6-deoxy-alpha-D-glucose
8772,1-oleoyl-sn-glycerol 3-phosphate
8773,bisoleoyl phosphatidate
8774,2-C22:0-DCA-LPA
8775,22-carboxy-docosanoyl-CoA
8776,omega-carboxy-(9Z)-octadec-9-enoyl-CoA
8777,22-hydroxy-docosanoyl-CoA
8778,22-oxo-docosanoyl-CoA
8779,3-(O-geranylgeranyl)-sn-glycerol 1-phosphate
8780,(R)-1-aminopropan-2-ol
8781,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate"
8782,L-threonine 3-O-phosphate
8783,"16, 17-dihydro-16alpha, 17-dihydroxy gibberellin A9"
8784,"16alpha, 17-epoxy gibberellin A9"
8785,"16alpha,17-epoxy gibberellin A4"
8786,"16,17-dihydro-16alpha,17-dihydroxy gibberellin A4"
8787,"16,17-dihydro-16alpha,17-dihydroxy gibberellin A12"
8788,"16alpha, 17-epoxy gibberellin A12"
8789,UDP-yelosamine
8790,1-oleoyl-2-lyso-glycerone phosphate
8791,adenosylcobinamide
8792,[corrinoid adenosyltranferase]-cob(I)inamide
8793,[corrinoid adenosyltranferase]-cob(II)inamide
8794,cob(II)inamide
8795,UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate
8796,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate"
8797,dUDP
8798,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucopyranose"
8799,UDP-N-acetyl-3-dehydro-alpha-D-glucosamine
8800,"1,2-diacyl-sn-glycerol 3-diphosphate"
8801,cobamide lower ligand ribotide
8802,adenosylcobamide
8803,UDP-N-acetyl-beta-L-quinovosamine
8804,UDP-N-acetyl-beta-L-rhamnosamine
8805,1-palmitoyl-2-alpha-linolenoyl-phosphatidylcholine
8806,1-palmitoyl-2-oleoyl-phosphatidylcholine
8807,1-alpha-linolenoyl-2-alpha-linolenoyl-phosphatidylcholine
8808,1-alpha-linolenoyl-2-linoleoyl-phosphatidylcholine
8809,1-alpha-linolenoyl-2-oleoyl-phosphatidylcholine
8810,1-linoleoyl-2-alpha-linolenoyl-phosphatidylcholine
8811,1-linoleoyl-2-linoleoyl-phosphatidylcholine
8812,1-linoleoyl-2-oleoyl-phosphatidylcholine
8813,1-oleoyl-2-linoleoyl-phosphatidylcholine
8814,1-oleoyl-2-alpha-linolenoyl-phosphatidylcholine
8815,1-oleoyl-2-oleoyl-phosphatidylcholine
8816,1-alpha-linolenoyl-2-palmitoyl-phosphatidylglycerol
8817,1-alpha-linolenoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol
8818,1-linoleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol
8819,1-linoleoyl-2-palmitoyl-phosphatidylglycerol
8820,1-oleoyl-2-palmitoyl-phosphatidylglycerol
8821,1-oleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol
8822,(6S)-5-formyltetrahydrofolate
8823,3-oxomyristoyl-CoA
8824,(S)-3-hydroxytetradecanoyl-CoA
8825,(9E)-dodecenoyl-CoA
8826,"(8E,10E)-dodeca-8,10-dienoyl-CoA"
8827,"(8E,10E)-dodeca-8,10-dienol"
8828,"(8E,10E)-dodeca-8,10-dienoate"
8829,D-glycero-D-manno-heptose 7-phosphate
8830,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate"
8831,D-glycero-beta-D-manno-heptose 1-phosphate
8832,L-homolanthionine
8833,lanthionine
8834,GDP-alpha-D-perosamine
8835,GDP-4-dehydro-alpha-D-rhamnose
8836,"7,8-dihydroneopterin 3'-phosphate"
8837,glycolaldehyde triphosphate
8838,cis-zeatin-9-N-glucoside
8839,kinetin-9-N-glucoside
8840,benzyladenine-9-N-glucoside
8841,isopentenyladenine-9-N-glucoside
8842,trans-zeatin-9-N-glucoside
8843,GDP-6-deoxy-alpha-D-talose
8844,beta-L-fucose 1-phosphate
8845,"7,8-dihydroneopterin 2'-phosphate"
8846,"7,8-dihydroneopterin 2',3'-cyclic phosphate"
8847,GDP-4-dehydro-6-deoxy-alpha-D-lyxo-heptose
8848,glycolaldehyde phosphate
8849,"7,8-dihydromonapterin triphosphate"
8850,"7,8-dihydromonapterin"
8851,"5,6,7,8-tetrahydromonapterin"
8852,5-hydroxy-CTP
8853,5-hydroxy-CMP
8854,"(6R)-L-threo-5,6,7,8-tetrahydrobiopterin"
8855,"(6R)-6-lactoyl-5,6,7,8-tetrahydropterin"
8856,"2-GDP-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol]"
8857,"2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol]"
8858,"GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose"
8859,3-oxodecanoyl-[acp]
8860,3-oxooctanoyl-[acp]
8861,butanoyl-[acp]
8862,3-oxohexanoyl-[acp]
8863,"(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin"
8864,cyanidin 3-O-beta-D-(caffeoyl)-sambubioside
8865,GDP-4-dehydro-6-deoxy-beta-L-galactose
8866,3-oxoacyl-[acp]
8867,"4,5-secobiotin"
8868,dethiobiotin
8869,"(7R,8S)-8-amino-7-(carboxyamino)nonanoate"
8870,"[protein]-N6-[(2S,3R)-2-amino-8-carboxyoctan-3-yl]-L-lysine"
8871,[protein]-(S)-2-amino-6-oxohexanoate
8872,GDP-6-deoxy-4-keto-D-arabino-heptose
8873,GDP-6-deoxy-D-altro-heptose
8874,"(7R,8S)-diaminononanoate"
8875,cerotoyl-CoA
8876,trans-cerot-2-enoyl-CoA
8877,lignoceroyl-CoA
8878,trans-lignocer-2-enoyl-CoA
8879,docosanoyl-CoA
8880,trans-docos-2-enoyl-CoA
8881,trans-arachido-2-enoyl-CoA
8882,(3R)-3-hydroxycerotoyl-CoA
8883,(3R)-3-hydroxylignoceroyl-CoA
8884,(3R)-3-hydroxybehenoyl-CoA
8885,(3R)-3-hydroxy-arachidoyl-CoA
8886,3-oxocerotoyl-CoA
8887,3-oxolignoceroyl-CoA
8888,3-oxobehenoyl-CoA
8889,3-oxoicosanoyl-CoA
8890,S-adenosyl-4-methylsulfanyl-2-oxobutanoate
8891,trans-hexatriaconta-2-enoyl-CoA
8892,hexatriacontanoyl-CoA
8893,(3R)-3-hydroxyhexatriacontanoyl-CoA
8894,3-oxohexatriacontanoyl-CoA
8895,tetratriacontanoyl-CoA
8896,trans-tetratriaconta-2-enoyl-CoA
8897,(3R)-3-hydroxytetratriacontanoyl-CoA
8898,3-oxotetratriacontanoyl-CoA
8899,dotriacontanoyl-CoA
8900,trans-dotriaconta-2-enoyl-CoA
8901,(3R)-3-hydroxydotriacontanoyl-CoA
8902,3-oxodotriacontanoyl-CoA
8903,trans-triaconta-2-enoyl-CoA
8904,(3R)-3-hydroxytriacontanoyl-CoA
8905,3-oxotriacontanoyl-CoA
8906,octacosanoyl-CoA
8907,trans-octacos-2-enoyl-CoA
8908,(3R)-3-hydroxyoctacosanoyl-CoA
8909,3-oxooctacosanoyl-CoA
8910,1-deoxy-L-glycero-tetrulose 4-phosphate
8911,"6,7-dimethyl-8-(1-D-ribityl)lumazine"
8912,2-amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
8913,"2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one"
8914,"aequorin 1,2-dioxetan-3-one"
8915,Ca2+
8916,aequorin
8917,coelenteramide
8918,ground state blue fluorescent protein
8919,apoaequorin
8920,excited state green fluorescent protein
8921,ground state green fluorescent protein
8922,excited state blue fluorescent protein
8923,apoaequorin containing coelenterazine
8924,coelenterazine
8925,docosanoyl-[acp domain within a fatty acid synthase]
8926,(2E)-docos-2-enoyl-[acp domain within a fatty acid synthase]
8927,(3R)-3-hydroxydocosanoyl-[acp domain within a fatty acid synthase]
8928,3-oxodocosanoyl-[acp domain within a fatty acid synthase]
8929,icosanoyl-[acp domain within a fatty acid synthase]
8930,(2E)-icos-2-enoyl-[acp domain within a fatty acid synthase]
8931,(3R)-3-hydroxyicosanoyl-[acp domain within a fatty acid synthase]
8932,3-oxoicosanoyl-[acp domain within a fatty acid synthase]
8933,"trans-delta18-37-methoxy-20,38-dimethyl-C58:1-[acp]"
8934,"trans-delta18-37-hydroxy-20,38-dimethyl-C58:1-[acp]"
8935,cis-delta19-37-hydroxy-38-methyl-C57:1-[acp]
8936,cis-delta19-37-methoxy-38-methyl-C57:1-[acp]
8937,trans-delta20-39-oxo-40-methyl-C60:1-[acp]
8938,trans-delta20-39-hydroxy-40-methyl-C60:1-[acp]
8939,cis-delta21-39-oxo-40-methyl-C59:1-[acp]
8940,cis-delta21-39-hydroxy-40-methyl-C59:1-[acp]
8941,(2E)-docos-2-enoyl-[acp]
8942,(3R)-3-hydroxydocosanoyl-[acp]
8943,"alpha, alpha'-trehalose 6,6'-bismycolate"
8944,"alpha, alpha'-trehalose 6-alpha-mycolate"
8945,trehalose-trans-keto-mono-mycolate
8946,6-O-trans-keto-mycolyl-trehalose 6-phosphate
8947,6-O-cis-keto-mycolyl-trehalose 6-phosphate
8948,trehalose-cis-keto-mono-mycolate
